idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao,anos_experiencia
24,1999-08-09,Rondônia,1585.02,Ensino Fundamental,2,Solteiro,Comércio,2
47,1976-09-02,Mato Grosso,7016.38,Ensino Médio,0,Casado,Saúde,14
20,2004-04-04,Rondônia,5281.29,Ensino Superior,5,Casado,Indústria,2
61,1962-11-05,Rondônia,4662.42,Ensino Médio,1,Casado,Indústria,9
28,1995-07-23,Minas Gerais,6653.01,Ensino Superior,2,Casado,Comércio,6
51,1973-03-27,Rio Grande do Norte,6097.14,Ensino Médio,1,Solteiro,Tecnologia,19
20,2003-10-09,Mato Grosso do Sul,1611.59,Ensino Fundamental,1,Casado,Comércio,1
33,1990-10-27,Mato Grosso do Sul,8188.44,Ensino Médio,0,Casado,Comércio,15
43,1981-02-10,Tocantins,4404.15,Ensino Fundamental,2,Divorciado,Comércio,2
25,1999-01-15,Maranhão,2536.37,Ensino Fundamental,1,Solteiro,Comércio,5
45,1978-11-12,Amapá,10312.48,Ensino Superior,1,Solteiro,Tecnologia,19
40,1983-12-28,Tocantins,11172.8,Ensino Superior,1,Casado,Saúde,20
62,1961-05-22,Amazonas,8910.99,Ensino Superior,1,Solteiro,Educação,40
61,1962-10-23,Rio Grande do Sul,24167.36,Ensino Superior,1,Solteiro,Tecnologia,32
62,1961-06-12,Minas Gerais,4833.79,Ensino Fundamental,0,Solteiro,Saúde,20
70,1954-03-06,Santa Catarina,4356.24,Ensino Médio,0,Solteiro,Saúde,32
19,2004-11-25,Tocantins,3304.92,Ensino Fundamental,0,Solteiro,Tecnologia,1
64,1959-12-22,Amazonas,8465.9,Ensino Fundamental,1,Casado,Tecnologia,16
47,1976-12-23,Sergipe,6522.04,Ensino Superior,1,Casado,Educação,20
90,1933-09-21,Mato Grosso,13199.0,Pós-graduação,1,Solteiro,Indústria,39
44,1979-05-17,Amazonas,12244.14,Ensino Superior,0,Casado,Tecnologia,7
54,1969-11-10,Piauí,11628.59,Ensino Médio,0,Solteiro,Indústria,36
46,1977-07-20,Piauí,12161.0,Ensino Superior,3,Solteiro,Indústria,11
41,1983-02-11,Mato Grosso,4495.35,Ensino Fundamental,3,Solteiro,Saúde,21
28,1995-09-07,Amapá,3683.64,Ensino Fundamental,1,Divorciado,Indústria,0
23,2000-05-30,Paraíba,2455.51,Ensino Fundamental,0,Solteiro,Educação,2
45,1978-05-02,Pará,10980.61,Ensino Médio,0,Casado,Comércio,25
22,2001-08-19,Mato Grosso,2596.03,Ensino Médio,0,Solteiro,Comércio,0
36,1988-03-12,Sergipe,4229.54,Ensino Médio,1,Casado,Indústria,18
44,1979-08-20,Distrito Federal,3803.65,Ensino Fundamental,4,Solteiro,Saúde,8
73,1951-03-18,Sergipe,3718.3,Ensino Médio,1,Casado,Educação,17
19,2004-07-11,Sergipe,3248.62,Ensino Médio,1,Casado,Tecnologia,1
44,1980-01-26,Roraima,4824.68,Ensino Médio,0,Casado,Tecnologia,0
49,1974-12-22,Acre,5321.53,Ensino Médio,1,Solteiro,Comércio,0
61,1962-06-19,Paraná,11324.45,Ensino Médio,1,Casado,Tecnologia,14
55,1969-01-30,Sergipe,15950.17,Ensino Médio,0,Casado,Tecnologia,29
19,2004-12-17,Roraima,6253.69,Ensino Médio,0,Casado,Comércio,1
41,1982-10-20,São Paulo,8630.04,Ensino Médio,1,Solteiro,Indústria,10
61,1962-10-20,Santa Catarina,9001.99,Ensino Superior,0,Casado,Indústria,13
23,2001-04-07,Distrito Federal,3263.74,Ensino Fundamental,1,Viúvo,Tecnologia,4
18,2005-09-21,Distrito Federal,5700.59,Ensino Superior,1,Casado,Educação,0
24,1999-09-09,Alagoas,6585.39,Ensino Médio,4,Casado,Indústria,2
44,1979-07-23,Alagoas,6368.24,Ensino Médio,0,Divorciado,Tecnologia,0
25,1998-08-25,Rio Grande do Sul,4678.58,Ensino Médio,0,Casado,Comércio,2
35,1989-04-10,Rio Grande do Norte,6642.15,Ensino Superior,3,Solteiro,Tecnologia,10
30,1993-05-06,Amazonas,4706.28,Ensino Médio,0,Casado,Comércio,12
37,1987-02-16,Piauí,4393.69,Ensino Médio,1,Casado,Indústria,4
27,1996-10-19,Goiás,7068.99,Ensino Superior,0,Divorciado,Educação,3
35,1988-05-29,Rio Grande do Norte,6061.96,Ensino Superior,1,Casado,Indústria,6
24,1999-12-18,Rio Grande do Sul,3849.86,Ensino Médio,0,Divorciado,Saúde,6
46,1978-03-05,Minas Gerais,7874.58,Ensino Médio,3,Casado,Saúde,17
19,2005-03-07,Rio Grande do Sul,2588.82,Ensino Fundamental,0,Casado,Saúde,0
53,1970-04-17,Acre,8112.92,Ensino Médio,1,Casado,Indústria,16
45,1979-03-02,Maranhão,9237.99,Ensino Superior,2,Divorciado,Indústria,18
41,1982-05-14,Acre,3023.64,Ensino Médio,2,Casado,Comércio,10
43,1980-12-11,Paraíba,11378.82,Ensino Superior,0,Divorciado,Saúde,6
27,1996-10-01,Alagoas,3051.51,Ensino Médio,0,Casado,Indústria,2
59,1964-11-15,Acre,6011.07,Ensino Médio,3,Solteiro,Comércio,32
20,2003-12-07,Rio Grande do Norte,3659.57,Ensino Médio,0,Casado,Comércio,1
19,2004-05-31,Paraná,6894.96,Ensino Médio,0,Solteiro,Saúde,1
36,1987-09-24,Rio Grande do Sul,1802.36,Ensino Fundamental,0,Solteiro,Educação,5
54,1970-01-07,Bahia,6644.23,Ensino Superior,3,Solteiro,Educação,9
30,1993-06-15,Espírito Santo,9492.75,Ensino Superior,0,Casado,Tecnologia,12
57,1967-04-09,Piauí,4288.84,Ensino Fundamental,2,Solteiro,Indústria,39
57,1966-06-16,Mato Grosso do Sul,9043.39,Ensino Médio,1,Casado,Comércio,32
54,1970-03-13,Amapá,4060.65,Ensino Fundamental,1,Solteiro,Comércio,7
35,1988-05-23,Mato Grosso,8313.43,Pós-graduação,1,Casado,Tecnologia,1
33,1990-07-22,Distrito Federal,3432.15,Ensino Fundamental,1,Solteiro,Comércio,12
60,1963-07-01,Pernambuco,19556.99,Ensino Superior,0,Casado,Saúde,28
77,1946-05-23,Paraná,15085.7,Pós-graduação,0,Solteiro,Saúde,59
24,1999-08-15,Maranhão,5144.55,Ensino Médio,1,Casado,Indústria,5
80,1943-08-23,São Paulo,4948.78,Ensino Superior,3,Solteiro,Indústria,57
45,1978-11-18,Piauí,3648.72,Ensino Médio,2,Casado,Indústria,0
69,1955-03-25,Mato Grosso do Sul,15795.59,Ensino Superior,1,Solteiro,Educação,27
35,1989-02-01,Paraná,1978.84,Ensino Fundamental,3,Casado,Indústria,4
45,1978-04-26,Pernambuco,4961.13,Ensino Superior,0,Casado,Saúde,2
43,1980-11-08,Pernambuco,4920.85,Ensino Superior,1,Divorciado,Saúde,0
25,1998-09-21,Piauí,3911.29,Ensino Fundamental,0,Solteiro,Tecnologia,4
54,1969-08-30,Mato Grosso do Sul,3460.64,Ensino Fundamental,0,Solteiro,Saúde,32
30,1993-09-17,São Paulo,4866.77,Ensino Médio,0,Casado,Comércio,11
50,1973-04-21,Bahia,9801.38,Pós-graduação,0,Solteiro,Comércio,23
25,1998-06-27,Sergipe,10855.36,Ensino Superior,3,Casado,Tecnologia,5
54,1969-07-20,São Paulo,7331.07,Ensino Médio,1,Casado,Saúde,2
18,2005-11-13,Rondônia,3824.02,Ensino Médio,1,Casado,Indústria,0
27,1996-11-14,Rio de Janeiro,2842.16,Ensino Médio,1,Casado,Comércio,0
35,1988-05-25,Bahia,2846.23,Ensino Fundamental,1,Casado,Saúde,13
20,2003-04-14,Tocantins,3468.12,Ensino Médio,0,Casado,Tecnologia,1
41,1983-03-09,Rio Grande do Sul,6577.03,Ensino Fundamental,0,Casado,Tecnologia,15
27,1996-06-16,Paraíba,5897.12,Ensino Médio,3,Solteiro,Saúde,9
25,1998-10-19,Minas Gerais,6104.4,Ensino Médio,1,Casado,Comércio,5
81,1943-04-10,Piauí,6441.89,Ensino Médio,1,Casado,Saúde,29
51,1972-07-16,Rio Grande do Sul,21050.2,Ensino Superior,2,Solteiro,Tecnologia,22
28,1995-04-16,Sergipe,5414.25,Ensino Superior,1,Casado,Comércio,4
60,1963-05-13,Espírito Santo,6733.58,Ensino Médio,0,Divorciado,Saúde,35
22,2002-03-10,Paraná,6739.62,Ensino Médio,0,Casado,Tecnologia,3
57,1966-07-15,Distrito Federal,9215.68,Ensino Médio,0,Casado,Educação,19
60,1964-01-12,Pará,12270.35,Ensino Superior,0,Casado,Tecnologia,24
23,2000-06-17,Acre,2489.18,Ensino Médio,0,Casado,Educação,1
29,1994-11-19,Pará,6322.03,Ensino Médio,3,Solteiro,Educação,8
45,1979-03-24,Rondônia,12051.07,Ensino Médio,0,Solteiro,Saúde,24
53,1970-09-02,Alagoas,12377.49,Pós-graduação,1,Casado,Comércio,20
54,1969-09-18,Amazonas,15960.33,Ensino Superior,0,Casado,Tecnologia,17
28,1995-11-18,Tocantins,7672.19,Ensino Médio,1,Casado,Indústria,8
65,1958-04-28,Santa Catarina,10780.17,Ensino Médio,1,Casado,Indústria,17
48,1975-09-19,Rio de Janeiro,16553.42,Ensino Superior,0,Casado,Tecnologia,18
58,1965-06-12,Roraima,9307.6,Ensino Médio,0,Casado,Educação,16
22,2001-08-25,Paraná,4000.72,Ensino Fundamental,1,Casado,Saúde,0
82,1942-02-06,Espírito Santo,8612.55,Ensino Médio,1,Solteiro,Tecnologia,2
18,2006-03-29,Bahia,5103.08,Ensino Médio,0,Solteiro,Comércio,0
20,2003-08-13,Minas Gerais,2934.16,Ensino Fundamental,0,Casado,Educação,2
48,1976-01-27,Goiás,8129.04,Ensino Superior,2,Casado,Indústria,18
22,2001-09-10,Roraima,3566.45,Ensino Superior,2,Casado,Educação,1
27,1997-03-08,Paraíba,5972.81,Ensino Médio,0,Solteiro,Saúde,0
56,1968-04-07,Pará,5919.34,Ensino Fundamental,1,Casado,Tecnologia,30
19,2004-11-18,Rondônia,4663.35,Ensino Médio,0,Casado,Saúde,1
52,1971-09-27,Mato Grosso do Sul,6674.67,Ensino Superior,1,Casado,Comércio,34
54,1969-11-04,Pará,10831.06,Ensino Médio,0,Casado,Saúde,35
24,1999-10-22,Alagoas,5514.15,Ensino Médio,1,Casado,Saúde,5
28,1996-03-04,Bahia,9396.6,Pós-graduação,0,Solteiro,Tecnologia,7
29,1995-02-16,Rio de Janeiro,4095.71,Ensino Médio,3,Divorciado,Educação,2
40,1984-02-04,Rio Grande do Norte,5914.65,Ensino Médio,1,Solteiro,Indústria,4
57,1966-11-18,Pernambuco,6990.26,Ensino Médio,0,Casado,Tecnologia,33
34,1989-07-03,Espírito Santo,8204.62,Ensino Médio,0,Casado,Educação,15
38,1985-10-24,Santa Catarina,5982.95,Ensino Médio,4,Casado,Tecnologia,17
30,1993-07-27,Mato Grosso do Sul,7072.99,Ensino Médio,0,Casado,Tecnologia,3
48,1976-01-25,Rio de Janeiro,3459.89,Ensino Fundamental,3,Casado,Educação,0
50,1973-06-17,Paraíba,7141.66,Ensino Médio,0,Casado,Comércio,11
52,1971-06-05,Paraná,7414.8,Ensino Médio,0,Solteiro,Indústria,18
56,1967-12-31,Mato Grosso,4199.92,Ensino Médio,0,Casado,Indústria,14
46,1977-06-19,Tocantins,11068.89,Ensino Superior,0,Casado,Educação,10
19,2004-05-12,Rio Grande do Norte,6537.34,Ensino Médio,0,Casado,Saúde,0
51,1972-12-12,Amazonas,7874.24,Ensino Médio,0,Casado,Saúde,5
25,1998-09-22,Mato Grosso do Sul,5720.26,Ensino Médio,2,Casado,Indústria,2
32,1991-05-21,Amapá,11044.28,Ensino Médio,0,Casado,Tecnologia,12
28,1996-03-20,Sergipe,3574.35,Ensino Fundamental,2,Casado,Comércio,7
39,1984-05-24,Espírito Santo,9498.78,Ensino Médio,1,Casado,Indústria,21
23,2000-09-20,Paraná,6447.89,Ensino Médio,0,Casado,Indústria,2
27,1997-01-29,Acre,8923.03,Ensino Superior,2,Solteiro,Saúde,2
29,1994-12-06,Rondônia,5780.34,Ensino Superior,0,Casado,Indústria,3
25,1998-11-24,Amapá,5451.61,Ensino Médio,3,Divorciado,Educação,2
38,1985-06-09,Ceará,3825.24,Ensino Fundamental,0,Solteiro,Educação,0
55,1969-03-23,Tocantins,4392.97,Ensino Médio,2,Solteiro,Saúde,2
24,2000-01-04,Mato Grosso do Sul,2967.9,Ensino Médio,1,Casado,Saúde,4
33,1991-01-19,Piauí,2991.39,Ensino Fundamental,2,Divorciado,Comércio,10
32,1991-05-12,Pernambuco,5266.91,Ensino Superior,1,Casado,Educação,13
79,1944-09-10,Tocantins,3576.86,Ensino Fundamental,1,Casado,Comércio,34
33,1990-06-24,Roraima,3089.77,Ensino Médio,1,Casado,Educação,5
26,1997-04-27,Tocantins,6768.06,Ensino Superior,0,Solteiro,Indústria,7
22,2001-08-09,Paraná,3626.49,Ensino Superior,1,Casado,Indústria,0
43,1980-06-02,Acre,6181.92,Ensino Médio,3,Divorciado,Educação,11
22,2002-02-15,Rio Grande do Norte,3648.72,Ensino Fundamental,3,Solteiro,Comércio,0
64,1959-06-10,Maranhão,6617.05,Ensino Médio,0,Solteiro,Tecnologia,37
47,1977-03-19,Acre,4695.78,Ensino Médio,0,Solteiro,Comércio,1
59,1964-10-26,Alagoas,12513.01,Ensino Superior,1,Casado,Educação,17
30,1994-01-30,Rio Grande do Norte,6894.87,Ensino Médio,1,Solteiro,Tecnologia,0
39,1985-01-25,Bahia,7771.21,Ensino Médio,0,Casado,Indústria,21
46,1978-02-18,Pernambuco,5937.55,Ensino Médio,0,Solteiro,Educação,14
47,1977-03-26,Rondônia,7485.38,Ensino Médio,1,Casado,Saúde,3
61,1962-06-12,Mato Grosso,5752.15,Ensino Fundamental,1,Solteiro,Comércio,24
38,1986-02-19,Minas Gerais,5113.87,Ensino Superior,1,Solteiro,Educação,18
43,1980-09-13,Roraima,5457.56,Ensino Médio,1,Casado,Indústria,9
36,1987-11-28,Paraíba,6364.23,Ensino Médio,1,Solteiro,Educação,10
40,1983-07-17,Piauí,3380.72,Ensino Fundamental,1,Solteiro,Indústria,1
43,1981-02-13,Mato Grosso,4571.68,Ensino Fundamental,1,Casado,Indústria,16
65,1958-05-19,Tocantins,4714.76,Ensino Fundamental,0,Viúvo,Educação,14
91,1933-01-27,Piauí,12048.19,Ensino Superior,1,Casado,Comércio,40
40,1983-07-31,Mato Grosso,5027.4,Ensino Superior,2,Casado,Educação,0
29,1994-11-24,Mato Grosso do Sul,5288.23,Ensino Médio,0,Casado,Educação,7
25,1998-07-24,Espírito Santo,8536.22,Ensino Médio,1,Solteiro,Tecnologia,5
33,1991-02-18,Acre,3501.03,Ensino Fundamental,0,Casado,Saúde,3
27,1996-07-27,Paraná,5953.82,Ensino Médio,1,Casado,Educação,4
40,1983-10-18,Roraima,5458.07,Ensino Médio,0,Casado,Educação,11
38,1986-01-17,Rondônia,7629.0,Ensino Médio,1,Solteiro,Indústria,9
18,2005-12-13,Pernambuco,5208.25,Ensino Superior,2,Solteiro,Educação,0
58,1966-03-21,Acre,3909.94,Ensino Fundamental,0,Casado,Saúde,7
40,1983-09-17,Espírito Santo,7661.66,Ensino Médio,0,Casado,Educação,21
64,1959-05-26,Alagoas,11555.69,Ensino Médio,2,Solteiro,Educação,40
76,1948-03-08,Piauí,2968.93,Ensino Fundamental,2,Solteiro,Tecnologia,18
36,1987-12-17,Alagoas,4899.96,Ensino Fundamental,0,Solteiro,Saúde,14
61,1963-02-28,Roraima,7531.5,Ensino Médio,0,Divorciado,Comércio,11
64,1960-04-05,Rio Grande do Norte,3384.25,Ensino Fundamental,0,Casado,Indústria,4
20,2003-10-02,Alagoas,4670.18,Ensino Médio,0,Solteiro,Tecnologia,0
25,1998-05-29,Espírito Santo,5669.93,Ensino Médio,3,Solteiro,Comércio,3
58,1966-02-08,Tocantins,4058.0,Ensino Fundamental,1,Casado,Comércio,8
19,2004-12-17,Minas Gerais,4299.06,Ensino Médio,0,Casado,Indústria,0
20,2004-01-08,Rondônia,2428.54,Ensino Médio,2,Solteiro,Comércio,1
39,1984-11-11,Tocantins,9549.28,Ensino Superior,1,Casado,Saúde,13
62,1961-11-24,Espírito Santo,8299.95,Ensino Médio,2,Casado,Comércio,39
49,1974-10-20,Pernambuco,11702.41,Ensino Superior,3,Solteiro,Educação,13
26,1997-04-17,Santa Catarina,5900.29,Ensino Superior,0,Casado,Saúde,3
57,1966-09-03,Rio de Janeiro,4946.6,Ensino Médio,1,Casado,Indústria,8
25,1998-05-04,Amapá,10994.48,Ensino Superior,2,Solteiro,Saúde,5
18,2006-01-26,Acre,4966.99,Ensino Superior,1,Solteiro,Educação,0
21,2002-11-16,Tocantins,4934.61,Ensino Médio,2,Casado,Indústria,3
33,1991-02-04,Alagoas,3171.42,Ensino Médio,0,Casado,Comércio,1
60,1963-04-25,Alagoas,12224.36,Ensino Médio,0,Solteiro,Comércio,41
52,1971-11-12,Paraná,6199.07,Ensino Médio,1,Solteiro,Tecnologia,26
55,1968-07-13,Roraima,6825.99,Ensino Médio,0,Casado,Saúde,13
29,1994-06-04,Paraná,6695.15,Ensino Médio,2,Casado,Tecnologia,1
48,1975-08-28,Rio Grande do Norte,4109.04,Ensino Fundamental,0,Solteiro,Tecnologia,12
31,1992-09-12,Distrito Federal,4038.17,Ensino Fundamental,1,Solteiro,Educação,4
61,1962-06-06,Paraíba,4274.99,Ensino Médio,2,Solteiro,Indústria,3
24,1999-10-26,Distrito Federal,6075.43,Ensino Médio,3,Casado,Educação,5
36,1987-11-10,Piauí,4563.26,Ensino Médio,1,Divorciado,Educação,1
24,2000-02-19,Distrito Federal,4227.46,Ensino Médio,1,Casado,Saúde,4
35,1988-10-19,Maranhão,16092.53,Pós-graduação,0,Casado,Saúde,5
18,2006-02-09,Mato Grosso do Sul,8644.17,Ensino Superior,0,Casado,Comércio,0
62,1961-07-11,Sergipe,9798.84,Ensino Superior,1,Solteiro,Saúde,36
52,1972-02-07,Bahia,2975.79,Ensino Fundamental,0,Casado,Comércio,30
49,1974-08-11,Sergipe,7579.64,Ensino Superior,0,Casado,Indústria,5
82,1941-07-05,Piauí,5331.61,Ensino Superior,1,Casado,Saúde,20
34,1989-09-28,Sergipe,8271.55,Ensino Médio,0,Casado,Saúde,11
47,1977-02-20,Paraná,5424.98,Ensino Fundamental,2,Solteiro,Saúde,23
37,1986-06-05,Amapá,3321.84,Ensino Médio,1,Casado,Comércio,16
57,1966-11-02,Maranhão,4523.49,Ensino Fundamental,1,Divorciado,Comércio,11
49,1974-06-20,Rio Grande do Norte,7231.86,Ensino Médio,0,Divorciado,Educação,18
27,1996-06-21,Paraná,7534.89,Ensino Médio,2,Casado,Saúde,6
31,1993-01-24,Alagoas,9952.27,Ensino Superior,4,Divorciado,Saúde,8
58,1965-10-02,Amazonas,6303.41,Ensino Fundamental,2,Casado,Saúde,25
40,1984-04-07,Rondônia,6799.8,Ensino Médio,2,Solteiro,Educação,14
30,1993-06-17,Paraná,11750.9,Pós-graduação,0,Casado,Comércio,6
44,1979-05-26,Mato Grosso do Sul,2250.7,Ensino Fundamental,0,Casado,Indústria,7
29,1994-09-20,Rio de Janeiro,3161.52,Ensino Fundamental,0,Casado,Educação,3
61,1962-08-13,Ceará,20858.44,Ensino Superior,3,Divorciado,Tecnologia,33
24,1999-07-19,Alagoas,3305.08,Ensino Fundamental,1,Casado,Saúde,4
29,1995-02-02,Minas Gerais,3474.85,Ensino Médio,0,Casado,Tecnologia,0
23,2000-08-08,Goiás,3628.72,Ensino Fundamental,0,Solteiro,Saúde,5
47,1976-08-01,Roraima,12247.19,Ensino Médio,0,Casado,Saúde,23
26,1997-04-22,Amapá,6590.76,Ensino Médio,0,Solteiro,Saúde,2
48,1975-11-23,Amazonas,4211.54,Ensino Médio,1,Casado,Comércio,11
72,1951-04-23,Bahia,3780.45,Ensino Superior,0,Solteiro,Comércio,19
47,1976-05-04,São Paulo,6426.32,Ensino Fundamental,2,Casado,Tecnologia,12
34,1990-02-02,Rio Grande do Sul,3993.25,Ensino Fundamental,2,Casado,Indústria,4
56,1967-04-20,Espírito Santo,7262.51,Ensino Fundamental,1,Solteiro,Indústria,38
37,1987-02-22,Goiás,5723.53,Ensino Médio,0,Solteiro,Indústria,13
24,2000-01-20,Mato Grosso do Sul,3927.03,Ensino Médio,0,Casado,Educação,0
43,1980-12-06,Ceará,6741.94,Ensino Fundamental,2,Solteiro,Tecnologia,24
31,1992-07-11,São Paulo,10129.14,Pós-graduação,0,Solteiro,Educação,8
48,1976-03-14,Amazonas,9908.02,Ensino Médio,0,Casado,Saúde,24
47,1977-03-09,Rio de Janeiro,3238.92,Ensino Médio,3,Casado,Saúde,5
42,1981-08-24,Alagoas,7724.93,Ensino Médio,1,Casado,Indústria,3
25,1998-09-20,Minas Gerais,8015.57,Ensino Superior,0,Casado,Educação,2
35,1988-04-13,Mato Grosso,4120.73,Ensino Médio,0,Casado,Comércio,8
42,1981-09-04,Rondônia,3699.98,Ensino Médio,0,Casado,Tecnologia,1
37,1987-01-02,Acre,4652.96,Ensino Superior,1,Casado,Comércio,5
32,1991-10-16,Maranhão,5860.72,Ensino Médio,1,Solteiro,Educação,3
22,2001-07-17,Roraima,8363.03,Ensino Superior,0,Casado,Educação,1
42,1981-07-20,Rio Grande do Sul,7402.67,Ensino Médio,2,Casado,Indústria,4
41,1983-02-27,Acre,2236.84,Ensino Fundamental,0,Divorciado,Saúde,5
38,1986-04-03,Rio de Janeiro,4009.58,Ensino Fundamental,2,Divorciado,Comércio,0
29,1994-07-30,Santa Catarina,4439.65,Ensino Superior,3,Casado,Educação,5
42,1981-06-08,Maranhão,3372.18,Ensino Médio,1,Viúvo,Indústria,1
50,1973-09-03,Minas Gerais,4478.06,Ensino Fundamental,3,Casado,Educação,17
41,1983-01-07,Pará,4471.86,Ensino Médio,0,Solteiro,Saúde,20
81,1942-10-28,Tocantins,3310.85,Ensino Médio,2,Solteiro,Educação,42
32,1991-07-02,Alagoas,4592.76,Ensino Fundamental,3,Viúvo,Educação,13
35,1988-12-25,São Paulo,3696.32,Ensino Médio,0,Solteiro,Educação,0
47,1976-06-01,Amapá,7100.47,Ensino Médio,2,Solteiro,Saúde,18
25,1998-11-19,Rio Grande do Sul,3560.82,Ensino Fundamental,4,Casado,Indústria,0
25,1999-02-19,Bahia,9711.71,Ensino Superior,3,Casado,Indústria,2
25,1999-03-11,Rio Grande do Norte,2641.87,Ensino Médio,1,Casado,Comércio,4
27,1996-09-22,Pernambuco,5472.34,Ensino Superior,0,Casado,Educação,7
61,1962-07-13,São Paulo,12926.79,Ensino Médio,3,Casado,Tecnologia,23
43,1981-03-14,Rio Grande do Sul,4943.51,Ensino Médio,2,Casado,Saúde,3
54,1970-01-24,Acre,10220.82,Ensino Médio,0,Casado,Comércio,23
27,1996-08-10,Sergipe,2465.69,Ensino Fundamental,4,Casado,Tecnologia,5
41,1982-09-26,Rondônia,10114.94,Ensino Superior,0,Solteiro,Comércio,14
36,1987-08-08,Rio Grande do Sul,5172.73,Ensino Médio,3,Casado,Indústria,16
41,1982-08-29,Acre,8382.46,Ensino Superior,0,Casado,Tecnologia,19
25,1998-09-21,Ceará,7689.46,Ensino Médio,1,Casado,Saúde,3
21,2003-03-07,Paraná,4595.6,Ensino Fundamental,2,Solteiro,Tecnologia,3
27,1996-07-02,Espírito Santo,4432.39,Ensino Médio,0,Solteiro,Comércio,9
62,1961-10-19,Tocantins,16508.02,Ensino Médio,1,Casado,Tecnologia,33
23,2000-07-09,Minas Gerais,3944.64,Ensino Médio,2,Casado,Educação,4
49,1974-08-21,Mato Grosso,3185.88,Ensino Fundamental,0,Casado,Indústria,11
19,2004-11-02,Rondônia,5083.3,Ensino Superior,0,Casado,Saúde,0
58,1966-03-01,Goiás,6915.97,Ensino Médio,3,Solteiro,Indústria,7
22,2001-07-12,Espírito Santo,1729.16,Ensino Fundamental,0,Solteiro,Indústria,3
22,2001-05-09,Pará,2991.92,Ensino Médio,2,Casado,Indústria,4
51,1972-04-14,Piauí,14242.23,Pós-graduação,1,Casado,Educação,29
47,1976-07-27,Goiás,5186.28,Ensino Fundamental,0,Solteiro,Saúde,25
28,1995-11-10,Sergipe,10232.53,Ensino Superior,1,Divorciado,Saúde,10
29,1994-07-05,Distrito Federal,5503.52,Ensino Médio,0,Casado,Tecnologia,8
62,1962-04-08,Rio Grande do Sul,5650.01,Ensino Médio,3,Solteiro,Comércio,21
58,1965-05-10,Mato Grosso,11755.7,Ensino Superior,0,Casado,Tecnologia,11
35,1989-01-30,São Paulo,5787.56,Ensino Superior,3,Solteiro,Saúde,5
42,1982-02-15,Pará,5228.06,Ensino Fundamental,1,Casado,Comércio,14
20,2003-12-25,Tocantins,8648.14,Ensino Superior,1,Solteiro,Comércio,2
37,1987-01-21,Espírito Santo,5345.46,Ensino Médio,0,Casado,Indústria,12
21,2002-06-06,Minas Gerais,6875.93,Ensino Superior,2,Casado,Educação,0
61,1963-03-26,Maranhão,4218.25,Ensino Médio,0,Casado,Tecnologia,8
37,1987-04-08,Mato Grosso do Sul,12466.95,Ensino Superior,0,Casado,Saúde,9
20,2004-02-20,Tocantins,5098.71,Ensino Superior,3,Casado,Saúde,2
56,1967-10-08,Goiás,7703.98,Ensino Médio,3,Divorciado,Tecnologia,18
22,2001-11-14,Paraíba,5433.27,Ensino Médio,1,Solteiro,Tecnologia,0
44,1980-03-02,Santa Catarina,5591.91,Ensino Médio,0,Solteiro,Saúde,9
65,1959-04-01,Maranhão,18601.43,Ensino Superior,1,Solteiro,Educação,46
44,1979-07-15,Distrito Federal,8229.81,Ensino Médio,0,Casado,Saúde,26
41,1982-10-04,Bahia,8839.08,Ensino Médio,3,Casado,Saúde,12
45,1979-02-12,Mato Grosso do Sul,6482.05,Ensino Médio,3,Divorciado,Comércio,2
42,1981-12-21,Piauí,9206.61,Ensino Superior,5,Solteiro,Tecnologia,23
31,1993-02-27,Rio de Janeiro,2235.33,Ensino Fundamental,1,Casado,Educação,1
43,1980-08-25,Santa Catarina,3549.3,Ensino Fundamental,2,Casado,Saúde,19
62,1961-12-05,Minas Gerais,9447.27,Ensino Médio,1,Casado,Comércio,17
59,1965-02-16,Rondônia,10011.84,Ensino Superior,2,Viúvo,Educação,28
54,1970-01-03,Mato Grosso do Sul,12328.52,Ensino Superior,2,Casado,Saúde,29
50,1973-11-10,Rio de Janeiro,6216.34,Ensino Médio,1,Casado,Indústria,30
57,1966-05-27,Mato Grosso do Sul,6025.89,Ensino Fundamental,0,Casado,Saúde,13
65,1959-03-21,Roraima,3600.83,Ensino Fundamental,0,Solteiro,Indústria,38
53,1970-05-26,Mato Grosso,11551.59,Ensino Médio,0,Casado,Tecnologia,15
31,1993-03-10,Alagoas,7186.43,Ensino Médio,0,Solteiro,Comércio,11
60,1963-10-25,Acre,8926.9,Ensino Superior,1,Divorciado,Tecnologia,4
40,1983-08-13,Sergipe,3448.63,Ensino Médio,1,Casado,Indústria,6
40,1984-01-02,Acre,5325.37,Ensino Médio,5,Casado,Comércio,19
22,2001-09-15,Distrito Federal,6686.9,Pós-graduação,0,Solteiro,Educação,4
44,1979-11-27,Bahia,3213.48,Ensino Fundamental,0,Casado,Tecnologia,15
55,1968-07-15,Acre,7937.1,Ensino Médio,1,Casado,Saúde,23
43,1980-06-17,Pernambuco,6232.37,Ensino Fundamental,1,Casado,Saúde,18
18,2005-10-25,Roraima,6328.84,Ensino Médio,1,Casado,Saúde,0
52,1971-05-23,Acre,7215.05,Ensino Médio,4,Casado,Saúde,16
54,1970-01-18,Santa Catarina,8979.15,Ensino Médio,1,Casado,Indústria,14
47,1976-07-05,Pará,8246.45,Ensino Médio,0,Casado,Saúde,16
